L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-store-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-prefetches,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,instructions,ref-cycles,stalled-cycles-frontend,class
"186,409","2,294,631","3,568","6,189","349,316","106,607","33,321","4,692","7,513","1,640,500","42,011","1,640,500","87,464","324,873","10,195","148,608","6,277,084","8,798","359,455","1,508","373,844","7,560","9,347","5,237,229","25,569,408","4,925,450",yes
"79,666","1,120,517","2,199","3,287","1,320,595","238,898","82,183","14,672","14,647","822,469","77,457","822,469","52,736","216,639","5,254","120,123","3,879,441","16,926","2,105,745","1,134","1,294,557","5,570","2,743","2,781,258","15,233,280","3,057,578",yes
"93,900","1,754,106","15,666","24,456","357,715","109,976","36,655","4,675","10,057","1,367,522","52,398","1,367,522","48,203","743,337","31,405","266,133","12,696,335","11,325","473,330","1,150","458,468","5,417","5,059","1,312,946","16,598,176","8,909,179",yes
"83,812","1,151,265","3,500","6,408","269,413","75,246","24,344","4,436","7,996","838,142","40,872","838,142","49,721","290,315","10,594","153,161","5,665,917","8,581","361,866","1,363","368,758","7,090","3,046","5,151,620","15,202,560","4,507,539",yes
"52,842","496,603","2,344","4,251","1,329,460","242,722","79,711","13,965","13,759","395,227","68,589","395,227","30,092","225,303","4,232","110,833","3,955,159","14,350","1,620,368","1,449","1,062,832","7,157","1,479","3,120,726","9,358,016","3,096,773",yes
"92,773","1,753,370","16,155","25,430","293,008","84,099","27,550","4,642","10,091","1,364,777","57,757","1,364,777","46,973","794,362","37,261","300,924","14,090,307","12,596","908,781",767,"665,210","3,565","5,500","1,150,721","16,483,616","10,093,173",yes
"66,165","1,027,044","2,557","4,623","372,087","109,677","36,021","4,783","8,501","743,528","43,451","743,528","39,040","216,353","6,760","110,245","4,391,883","8,760","403,089","1,168","388,732","5,745","2,611","5,019,845","13,028,544","3,469,689",yes
"50,473","700,738","2,829","5,033","1,289,099","241,683","79,258","13,693","12,587","559,633","63,110","559,633","30,332","268,261","7,584","139,488","4,771,279","13,293","1,580,135","1,201","994,050","5,898","1,193","3,033,714","10,129,408","3,779,652",yes
"113,402","1,956,288","16,985","27,822","298,029","90,459","27,706","4,459","9,749","1,454,169","53,031","1,454,169","62,369","854,025","42,312","308,643","14,945,909","11,848","894,346",804,"634,363","3,686","6,112","1,065,228","21,026,848","10,778,820",yes
"63,227","582,141","2,450","3,991","315,778","95,571","32,657","5,021","8,127","455,455","43,424","455,455","40,844","207,711","7,422","116,315","4,048,137","9,333","392,488","1,257","393,779","6,547","2,800","5,092,818","12,217,920","3,189,516",yes
"56,354","1,150,181","3,237","6,359","1,197,367","202,865","66,722","12,988","13,914","919,777","68,397","919,777","39,056","326,676","9,212","158,136","5,745,084","15,111","1,670,292","1,234","1,058,615","6,112","1,259","2,864,120","11,116,832","4,582,865",yes
"101,698","1,521,273","15,100","22,081","368,411","116,676","37,265","5,131","8,785","1,104,039","51,007","1,104,039","76,032","662,036","28,670","238,709","11,705,637","11,005","852,124",749,"603,766","3,432","5,358","1,029,683","20,489,536","8,070,327",yes
"44,119","405,891","3,456","7,589","385,958","114,949","38,559","5,244","9,036","314,411","49,271","314,411","41,567","301,139","11,513","139,118","5,794,811","10,122","411,595","1,655","421,361","9,061",566,"5,638,640","8,906,368","4,569,657",yes
"55,266","1,137,113","3,298","6,159","937,434","175,717","54,121","10,339","12,021","905,987","60,364","905,987","43,179","316,071","8,272","159,432","5,562,214","12,402","1,561,584","1,073","976,893","4,811","1,241","2,811,911","11,543,904","4,414,092",yes
"102,567","1,571,006","19,601","30,214","657,756","154,632","55,187","7,780","10,790","1,150,338","62,949","1,150,338","74,510","898,288","52,475","325,290","16,333,331","13,715","944,176",671,"695,655","3,006","4,976","964,820","19,917,888","11,786,702",yes
"57,809","488,464","5,137","11,337","341,105","103,107","35,049","5,007","7,313","372,439","39,043","372,439","53,436","417,900","17,379","196,366","8,368,612","7,612","338,494","1,674","352,812","8,880","1,557","7,133,635","11,274,976","6,598,237",yes
"86,710","1,699,194","2,907","4,886","943,491","175,715","54,159","10,825","12,646","1,323,235","64,075","1,323,235","57,297","274,925","7,579","150,044","5,043,820","13,306","1,579,001",927,"1,010,383","4,208","4,358","1,305,980","15,600,352","4,003,238",yes
"75,608","989,642","17,712","27,498","681,017","163,815","57,343","8,452","12,553","709,476","63,085","709,476","65,941","778,385","41,036","292,822","14,642,420","13,249","1,032,607",573,"730,699","1,996","2,257","914,500","15,732,000","10,572,147",yes
"42,307","421,054","5,448","9,894","309,036","92,263","30,724","4,495","6,943","329,266","35,687","329,266","36,066","409,985","20,909","184,755","7,771,211","6,740","319,731","1,667","323,862","8,753",697,"7,027,646","7,913,376","5,888,374",yes
"103,250","1,828,494","9,125","12,623","996,849","185,065","56,201","10,813","14,026","1,419,634","71,615","1,419,634","68,681","430,663","16,727","182,758","7,617,605","15,961","1,668,900",766,"1,066,176","3,435","5,103","1,161,524","19,182,560","5,463,068",yes
"64,377","949,334","7,993","13,387","622,377","130,878","46,524","7,566","9,830","685,073","54,978","685,073","51,857","447,451","18,994","172,159","8,019,985","12,199","880,344",587,"658,476","2,601","1,702","924,536","13,425,920","6,003,458",yes
"52,944","468,101","5,260","9,783","338,491","100,864","33,860","5,176","7,063","364,173","38,256","364,173","48,987","442,933","20,704","195,212","7,889,525","7,279","325,170","1,762","332,258","9,420","1,702","7,170,970","10,700,320","6,054,151",yes
"96,189","1,773,705","13,262","19,854","929,696","172,702","52,077","10,603","17,789","1,380,478","89,185","1,380,478","64,246","560,244","21,748","213,288","10,066,593","20,882","2,248,231",591,"1,389,857","2,486","4,975","942,298","17,881,504","7,066,410",yes
"67,259","967,871","6,605","13,497","672,922","153,595","53,758","7,833","7,910","704,397","40,969","704,397","53,624","531,463","19,311","240,454","9,613,737","8,735","381,651",623,"369,641","2,523","1,670","1,010,280","13,390,944","7,356,224",yes
"48,065","427,622","3,347","6,082","316,619","90,257","29,670","4,506","6,388","331,475","34,617","331,475","44,236","300,156","10,375","159,112","5,587,435","11,571","612,023","1,850","555,608","10,173","1,195","7,165,080","9,415,200","4,462,073",yes
"89,154","2,353,957","13,145","19,043","1,020,819","205,950","64,310","11,357","15,431","1,615,087","80,207","1,615,087","66,906","557,858","21,937","215,717","10,016,498","18,147","2,165,021",636,"1,308,145","2,518","2,291","957,385","17,529,280","7,026,896",yes
"94,135","1,214,939","5,613","11,133","594,268","124,872","44,970","7,452","7,073","867,137","37,655","867,137","68,082","448,155","18,037","193,333","7,990,765","7,585","331,078","1,064","329,970","4,825","4,104","1,372,876","17,122,528","6,034,839",yes
"39,947","384,118","3,407","6,336","326,855","101,376","31,707","4,947","6,358","300,146","34,519","300,150","38,874","312,554","12,118","164,878","5,967,988","6,991","306,644","1,215","310,036","6,285",899,"5,320,440","8,611,456","4,798,456",yes
"82,533","1,577,419","12,923","18,674","1,297,757","230,537","76,834","14,190","23,946","1,244,709","84,036","1,251,605","60,911","516,366","19,268","188,264","9,071,965","19,030","2,289,972","1,154","1,471,774","5,868","2,520","2,962,942","15,854,944","6,235,450",yes
"98,855","1,250,064","6,336","14,071","456,119","125,544","44,198","7,339","8,631","907,161","46,640","900,261","71,153","478,371","18,173","196,334","9,702,959","10,249","440,072",789,"441,105","3,849","4,464","1,391,150","17,738,944","7,249,678",yes
"36,915","363,635","2,953","4,865","287,815","88,142","27,210","4,177","5,632","279,914","30,696","279,914","35,361","287,821","9,141","154,456","5,191,930","6,565","289,406","1,491","291,279","7,404",719,"5,433,571","8,003,872","4,168,308",yes
"87,638","1,681,320","14,003","21,141","1,315,034","236,436","78,144","13,779","16,755","1,308,653","91,714","1,308,653","62,055","657,017","27,720","244,704","11,450,817","21,008","2,319,992","1,086","1,410,789","5,043","4,119","2,864,659","16,983,712","8,271,988",yes
"85,375","1,116,064","5,088","9,620","353,255","104,401","34,783","4,955","5,694","821,497","29,344","821,497","61,700","436,967","20,100","189,821","7,736,130","5,495","266,593",826,"280,007","3,635","2,566","1,191,314","15,784,992","5,940,744",yes
"55,628","514,864","3,275","5,732","304,857","88,499","28,127","4,800","8,064","397,040","43,432","397,040","47,940","303,200","9,814","169,175","5,802,895","9,861","404,794","1,740","389,854","7,926","1,506","5,996,581","10,811,296","4,633,246",yes
"120,447","2,303,990","13,478","20,199","1,344,747","258,213","84,346","13,640","11,775","1,739,768","61,442","1,739,768","80,219","600,068","21,558","218,297","10,460,260","13,369","1,581,585","1,056","985,329","4,711","6,200","3,042,170","22,336,224","7,370,497",yes
"63,232","535,736","5,516","9,872","326,232","95,787","30,876","4,194","9,654","412,759","54,068","412,759","55,919","476,370","23,092","212,812","8,434,042","11,418","902,944",646,"654,258","3,108","1,012","1,150,525","12,343,072","6,484,069",yes
"43,263","413,139","4,268","7,343","317,884","96,107","32,362","4,487","7,493","322,102","40,875","322,102","39,232","387,015","21,306","200,104","7,231,711","8,509","345,568","1,135","356,586","5,915","1,175","5,270,883","9,501,664","5,849,854",yes
"106,950","2,250,093","13,076","17,961","1,282,169","234,155","77,585","14,499","13,062","1,698,495","63,686","1,698,495","68,140","550,604","22,976","203,231","9,648,168","13,635","1,593,933",989,"1,025,377","4,674","5,290","3,126,365","20,090,528","6,690,811",yes
"70,275","621,266","6,938","13,677","288,370","83,132","26,666","4,269","9,976","483,601","55,852","483,601","58,456","564,230","30,066","245,310","10,315,569","11,953","878,688",744,"649,721","3,092","2,005","1,135,160","13,823,328","8,074,286",yes
"43,913","406,133","2,743","4,446","346,030","101,216","33,885","4,975","8,978","315,869","49,290","315,869","38,408","252,754","7,268","141,547","4,610,242","10,555","407,345","1,663","422,809","8,484",970,"7,616,811","8,964,544","3,662,986",yes
"108,820","2,250,277","12,905","18,523","959,655","182,493","56,627","10,227","12,700","1,702,224","64,463","1,702,224","71,964","579,294","21,801","216,930","10,060,259","13,144","1,600,288","1,015","1,021,298","4,682","5,503","2,958,576","21,006,752","7,029,469",yes
"56,111","486,839","5,237","9,645","589,030","130,798","45,106","7,134","10,023","376,413","56,304","376,413","48,032","445,947","20,478","198,735","7,944,627","12,600","928,239",641,"648,814","2,776","1,605","1,136,942","10,883,232","6,067,677",yes
"46,575","400,503","3,566","6,585","386,037","115,474","39,055","5,185","7,353","312,884","41,103","312,884","41,953","343,688","11,801","175,071","6,212,505","8,253","379,020","1,745","374,962","9,126",551,"6,954,586","9,386,144","4,970,211",yes
"125,231","2,363,510","13,073","18,801","1,067,868","185,351","57,789","12,365","13,146","1,785,754","64,831","1,785,754","81,832","578,119","22,014","226,383","10,187,993","13,514","1,635,129","1,143","1,019,583","5,311","6,476","1,360,917","23,257,664","7,173,336",yes
"40,340","413,927","5,136","9,697","658,044","158,510","55,601","8,104","9,776","324,077","54,615","324,077","34,232","437,518","20,437","199,951","7,930,988","11,940","876,810",587,"635,293","2,396",598,"843,706","7,509,600","6,085,549",yes
"48,711","430,007","2,390","3,825","324,520","95,148","31,281","4,726","8,149","332,878","40,643","332,878","43,536","257,683","6,826","123,691","4,453,340","8,350","389,813","2,014","389,257","10,534",860,"7,403,737","9,961,344","3,517,801",yes
"99,922","1,813,669","13,829","20,600","972,106","187,778","58,477","11,487","12,328","1,414,075","63,369","1,414,075","66,863","636,067","22,703","244,588","11,187,479","13,148","1,592,708",823,"1,004,195","3,699","4,976","992,839","18,719,840","7,952,719",yes
"70,975","985,944","5,140","9,857","606,952","129,723","46,746","8,219","8,887","710,850","49,245","710,850","59,947","442,529","19,868","194,839","7,851,013","10,713","850,332",669,"606,448","2,877","1,810","807,083","14,587,680","6,029,756",yes
"49,756","433,407","2,691","5,018","384,055","115,566","38,662","5,072","8,279","336,869","44,954","336,869","44,558","256,266","8,622","117,798","4,529,472","9,414","394,722","1,735","395,592","9,226",888,"6,949,612","10,130,848","3,554,447",yes
"97,977","1,789,585","16,168","24,952","921,647","172,144","51,139","10,515","15,765","1,400,285","82,232","1,400,285","67,621","763,291","30,492","295,644","13,502,916","18,474","2,184,804",797,"1,327,307","3,482","4,916","998,690","18,747,616","9,515,794",yes
"63,499","946,503","3,266","5,653","662,625","149,417","53,049","8,071","9,210","679,394","48,220","679,394","52,225","305,041","10,286","161,456","5,732,198","10,759","429,091",959,"433,368","4,847","1,323","1,189,288","13,245,312","4,594,039",yes
"49,839","435,955","2,243","3,911","329,925","100,288","33,860","4,313","5,707","335,461","29,886","335,461","46,215","239,292","5,697","117,454","4,326,488","5,797","294,654","1,462","289,554","8,084","1,314","6,647,415","10,460,704","3,380,095",yes
"94,903","1,751,574","15,658","23,409","1,264,725","227,800","74,836","13,999","18,134","1,363,306","97,067","1,363,306","65,410","766,646","32,268","287,967","13,120,734","18,905","2,718,034","1,218","1,572,704","5,501","4,670","1,451,291","18,242,912","9,221,699",yes
"70,338","983,790","3,835","7,434","401,580","118,980","40,515","5,222","8,254","712,278","42,523","712,278","59,172","364,767","13,969","185,068","6,811,498","9,285","382,717",924,"380,823","4,350","2,161","1,107,177","14,361,984","5,478,291",yes
"42,994","400,124","2,489","3,954","353,165","106,157","33,417","4,851","5,709","307,776","33,713","307,776","39,448","237,554","5,600","122,810","4,267,072","6,370","275,206","1,265","283,329","6,642",682,"5,007,090","8,512,704","3,345,580",yes
"102,936","1,819,829","21,810","36,334","1,244,303","225,557","72,333","13,438","15,188","1,420,211","81,348","1,420,211","71,477","879,856","42,426","314,387","15,929,128","17,961","2,146,611","1,269","1,323,124","6,347","5,163","2,946,146","19,595,392","11,021,998",yes
"71,399","973,689","2,391","4,115","361,413","106,560","36,065","5,183","8,225","696,796","43,096","696,796","60,128","212,734","7,248","118,943","4,257,986","8,944","409,192",920,"388,196","4,035","2,155","1,128,339","14,908,160","3,337,698",yes
"51,713","453,807","3,895","8,033","247,947","70,037","21,739","4,662","6,212","351,705","31,035","351,705","47,263","352,640","10,420","166,792","6,266,365","6,302","278,269","1,443","292,872","7,716",985,"5,238,921","10,987,136","4,930,178",yes
"98,053","1,778,674","21,585","44,673","1,599,827","250,138","82,219","18,375","16,035","1,389,138","83,669","1,389,138","63,669","852,140","48,345","284,917","14,974,040","18,534","2,174,448","1,134","1,348,194","5,598","5,014","2,812,831","17,725,952","9,929,235",yes
"65,587","936,522","2,734","4,892","336,950","95,030","31,352","5,193","7,811","670,784","41,517","670,784","56,356","257,306","10,972","133,329","4,928,180","8,228","382,476",809,"367,125","3,860","1,604","1,017,015","13,743,360","3,944,066",yes
"41,266","383,310","3,146","5,858","292,804","85,211","27,312","4,114","8,057","294,563","41,075","294,563","41,091","312,260","8,390","148,088","5,320,607","8,695","369,681","1,468","385,747","7,369","1,017","5,230,545","9,249,344","4,196,168",yes
"104,765","1,846,447","15,987","24,769","1,268,238","224,974","73,980","13,642","15,019","1,448,998","76,241","1,448,998","64,582","762,183","34,064","286,686","13,411,994","17,478","2,128,958","1,095","1,284,272","5,183","5,002","2,742,960","18,316,672","9,512,867",yes
"71,623","989,034","2,580","4,320","356,892","104,947","34,700","5,197","8,210","712,647","36,688","712,647","61,878","268,713","9,189","133,843","4,936,104","7,578","392,909","1,044","364,010","4,883","2,418","1,230,862","15,265,728","3,932,415",yes
"33,055","339,823","3,410","6,111","312,383","88,762","28,650","4,586","8,030","265,758","42,166","265,758","32,110","333,354","9,430","163,140","5,930,483","8,755","372,592","1,978","376,405","7,306",497,"10,081,818","7,317,856","4,683,159",yes
"131,678","2,419,546","13,602","19,518","1,275,318","234,798","75,825","13,239","13,029","1,828,069","67,658","1,828,069","88,240","614,245","25,018","234,775","10,837,666","14,222","1,624,442",972,"1,033,515","3,779","6,145","27,935,672","24,773,472","7,720,251",yes
